1572461194	0.000000	0.000000
1572461246	0.000000	0.000000
1572461298	0.000000	0.000000
1572461350	0.000000	0.000000
1572461402	0.000000	0.000000
1572461454	0.000000	0.000000
1572461506	0.000000	0.000000
1572461558	0.000000	0.000000
1572461610	0.000000	0.000000
1572461662	0.000000	0.000000
1572461714	0.000000	0.000000
1572461766	0.000000	0.000000
1572461804	0.000000	0.000000
1572461842	0.000000	0.000000
1572461880	0.000000	0.000000
1572461918	0.000000	0.000000
1572461956	0.000000	0.000000
1572461994	0.000000	0.000000
1572462032	0.000000	0.000000
1572462070	0.000000	0.000000
1572462108	0.000000	0.000000
1572462146	0.000000	0.000000
1572462184	0.000000	0.000000
1572462222	0.000000	0.000000
1572462260	0.000000	0.000000
1572462298	0.000000	0.000000
1572462336	0.000000	0.000000
1572462374	0.000000	0.000000
1572462412	0.000000	0.000000
1572462450	0.000000	0.000000
1572462488	0.000000	0.000000
1572462526	0.000000	0.000000
1572462564	0.000000	0.000000
