1572461208	0.000000	0.000000
1572461260	0.000000	0.000000
1572461312	0.000000	0.000000
1572461364	0.000000	0.000000
1572461416	0.000000	0.000000
1572461468	0.000000	0.000000
1572461520	0.000000	0.000000
1572461572	0.000000	0.000000
1572461624	0.000000	0.000000
1572461676	0.000000	0.000000
1572461728	0.000000	0.000000
1572461780	0.000000	0.000000
1572461818	0.000000	0.000000
1572461856	0.000000	0.000000
1572461894	0.000000	0.000000
1572461932	0.000000	0.000000
1572461970	0.000000	0.000000
1572462008	0.000000	0.000000
1572462046	0.000000	0.000000
1572462084	0.000000	0.000000
1572462122	0.000000	0.000000
1572462160	0.000000	0.000000
1572462198	0.000000	0.000000
1572462236	0.000000	0.000000
1572462274	0.000000	0.000000
1572462312	0.000000	0.000000
1572462350	0.000000	0.000000
1572462388	0.000000	0.000000
1572462426	0.000000	0.000000
1572462464	0.000000	0.000000
1572462502	0.000000	0.000000
1572462540	0.000000	0.000000
