1572383320	0.000000	0.000000
1572383358	0.000000	0.000000
1572383396	0.000000	0.000000
1572383434	0.000000	0.000000
1572383472	0.000000	0.000000
1572383510	0.000000	0.000000
1572383548	0.000000	0.000000
1572383586	0.000000	0.000000
1572383624	0.000000	0.000000
1572383662	0.000000	0.000000
1572383700	0.000000	0.000000
1572383738	0.000000	0.000000
1572383776	0.000000	0.000000
1572383814	0.000000	0.000000
1572383852	0.000000	0.000000
1572383890	0.000000	0.000000
1572383928	0.000000	0.000000
1572383966	0.000000	0.000000
1572384004	0.000000	0.000000
1572384042	0.000000	0.000000
1572384080	0.000000	0.000000
1572384118	0.000000	0.000000
1572384156	0.000000	0.000000
